"start","end","person","text"
3595.3,3597.4,"JENNY","Hör auf, Er ist in Ordnung, Er ist in Ordnung. Er gehört zu uns."
3596.8,3598.8,"MASAI","Ich werd dir jetzt mal was erzählen!"
3597.8,3599.4,"WESLEY","Verflucht nochmal wo warst du?"
3598.5,3607.2,"MASAI","Wir haben den besten Vorsatz, Unsere schwarzen Führer vor den rassistischen Übergriffen der Bullen zu schützen, Von denen die unsere Schwarzen Führer misshandeln und unsere Frauen vergewaltigen und den Zusammenschluss der Schwarzen zerschlagen wollen."
3600.3,3600.301,"JENNY",""
3605.5,3607.7,"BLACK PANTHER","Masai, Telefon."
3610.6,3611.7,"WESLEY","Wer ist der Babykiller?"
3612.4,3620.6,"JENNY","Das ist mein guter, Alter Freund, Das ist Forrest Gump. Forrest, Das ist Wesley, Wir beide waren zusammen in Berkeley. Wesley ist der Präsident vom SDS in Berkeley-"
3620.8,3622.3,"MASAI","Und ich sag dir nochwas anderes."
3622.3,3635.4,"MASAI","Wir sind dazu da um Menschen zu schützen und all denen zu helfen, Die unsere Hilfe brauchen. Du musst wissen, Wir die Black Panther sind gegen den verdammten Krieg in Vietnam. Ja, Ja wir sind gegen jeden Krieg in dem schwarze Soldaten an die vordeste Front geschickt werden um für ein Land zu sterben, Das sie hasst."
3623.7,3624.5,"WESLEY","Komm jetzt, Hörst du nicht?"
3624.4,3625.3,"JENNY","Ok, Forrest...."
3625.1,3626.0,"WESLEY","Na komm schon!"
3656.6,3663.69,"JENNY","Forrest hör auf damit! Hör auf! Forrest! Hör auf!"
3664.3,3665.1,"JENNY","Hör auf!"
3671.7,3678.3,"WESLEY","Oh, Hätt ich dich bloß nicht mitgenommen. Ich hätte es wissen müssen, Es kommt nur scheisse und Suff dabei raus!"
3680.4,3682.7,"FORREST","Er darf dich nicht schlagen Jenny."
3687.6,3688.7,"JENNY","Komm jetzt Forrest."
3694.8,3698.0,"FORREST","Tut mir Leid, Ich wollte eure Black Panther Party nicht stören."
3701.3,3703.8,"JENNY","Er meint es nicht ernst, Wenn er sowas tut, Ehrlich nicht."
3703.8,3705.5,"FORREST","Ich würde dir nie weh tun Jenny."
3707.8,3709.1,"JENNY","Ja das weiß ich Forrest."
3711.8,3714.6,"FORREST","Ich möchte gern dein fester Freund sein."
3724.3,3731.0,"JENNY","Diese Uniform ist wirklich irre Forrest. Du siehst gut damit aus, Ganz ehrlich."
3734.9,3735.6,"FORREST","Weißt du was?"
3735.7,3736.4,"JENNY","Was?"
3740.3,3742.9,"FORREST","Schön das wir beide hier sind, Hier in unserer Hauptstadt."
3745.4,3751.4,"JENNY","Das find ich auch Forrest, Ich muss dir was erzählen, Du kannst dir garnicht vorstellen...."
3747.1,3751.8,"FORREST (V.O.)","Wir sind die ganze Nacht spazieren gegangen, Jenny und ich und haben einfach nur geredet."
3753.5,3756.7,"FORREST (V.O.)","Sie hat mir erzählt, Wie viele Reisen sie gamacht hat."
3756.8,3763.6,"FORREST (V.O.)","Und was für Wege sie entdeckt hat ihre Bewusstsein zu erweitern.Wie sie gelernt hat in Hamonie zu leben...."
3764.3,3768.8,"FORREST (V.O.)","... Das muss irgendwo im Westen sein. Sie war bis nach Kalifornien gekommen."
3765.0,3765.001,"JENNY",""
3771.1,3774.8,"YOUNG HIPPIE","Hey, Will einer mit nach San Francisco?"
3775.6,3776.3,"JENNY","Ja, Ich!"
3776.6,3777.5,"YOUNG HIPPIE","Wahnsinn!"
3778.9,3785.3,"FORREST (V.O.)","Diese Nacht, War für uns beide eine ganz besondere Nacht, Ich hab mir gewünscht, Das sie nie zu Ende geht."
3786.2,3787.8,"FORREST","Ich wünschte, Du würdest nicht gehen Jenny."
3789.4,3790.7,"JENNY","Ich muss gehen Forrest."
3792.2,3805.9,"WESLEY","Jenny, Gestern ist alles ein bisschen außer Kontrolle geraten. Schuld ist der Krieg und der scheiss Lügner, Der blöde Johnson. Ich wollte dir nicht wehtun, Das weißt du doch."
3809.0,3817.6,"FORREST","Weißt du was ich denke? Ich denke du solltest nach Hause gehen, Nach Greenbow Alabama!"
3827.4,3832.0,"JENNY","Forrest, Wir beide leben in zwei verschiedenen Welten."
3841.4,3844.5,"FORREST","Ich möchte dir, Das hier geben Jenny."
3848.9,3850.6,"JENNY","Forrest, Die kann ich nicht behalten."
3852.5,3856.8,"FORREST","Doch, Ich hab sie nur weil ich gemacht hab, Was du gesagt hast."
3858.6,3860.0,"JENNY","Warum bist du so gut zu mir?."
3862.2,3863.3,"FORREST","Du bist mein Mädchen."
3865.6,3867.1,"JENNY","Ich werd immer dein Mädchen sein."
3906.3,3910.7,"FORREST (V.O.)","Dann war sie weg, Einfach so. Wieder weg aus meinem Leben."
3912.4,3919.2,"NEIL ARMSTRONG","That's one small step for man, One giant leap for mankind...."
3924.7,3939.2,"FORREST (V.O.)","Ich hatte gedacht, Ich muss zurück nach Vietnam. Aber stattdessen hatte man beschlossen, Dass ich die Kommunisten am besten bekämpfen kann, Wenn ich PingPong spiele. Also kam ich zu einer Sondereinheit und reiste im Land herum um die vielen Verwundeten aufzumuntern und um ihnen zu zeigen, Wie man Ping Pong spielt."
3938.4,3941.9,"FORREST","Ich war so gut, Das ich ein paar Jahre danach auf Beschluss der Army.."
3941.9,3958.0,"FORREST (V.O.)","in der Amerikanischen PingPong Nationalmannschaft spielte. Wir waren die ersten Amerikaner die das Land China besuchten, Seit ner Millionen Jahre oder so. Deswegen hat auch irgendjemand gesagt, Der Weltfrieden läge in unseren Händen. Tz, Dabei hab ich doch nur Ping Pong gespielt. Als ich wieder nach Haus kam,"
3958.4,3962.5,"FORREST","da war ich eine nationale Berühmtheit. Ich war sogar noch berühmter als Pinoccio."
3963.0,3965.2,"DICK CAVETT","Und hier ist er Forrest Gump, Hier ist er."
3971.8,3973.5,"DICK CAVETT","Mr. Gump, Setzen sie sich."
3975.9,3977.5,"DICK CAVETT","Forrest Gump, John Lennon."
3978.5,3979.2,"JOHN LENNON","Willkommen in der Heimat."
3978.9,3983.4,"DICK CAVETT","Muss ja ne tolle Reise gewesen sein, Können sie uns erzählen, Wie China war."
3986.0,3990.7,"FORREST","In dem Land China, Da haben die Leute so gut wie garnichts."
3991.3,3992.4,"JOHN LENNON","Sie meinen, Sie besitzen nichts?"
3995.3,3998.7,"FORREST","Und ich China, Da gehen sie nie in die Kirche."
3999.7,4000.8,"JOHN LENNON","Also auch keine Religion?"
4001.3,4004.2,"DICK CAVETT","Das ist ja kaum zu glauben."
4004.6,4006.3,"JOHN LENNON","Wenn du dir Mühe gibst geht es Dick."
4008.0,4019.4,"FORREST (V.O.)","Ein Paar Jahre später, Da war der nette, Junge Mann aus England auf dem weg nach Hause, Er wollte zu seinem kleinen Sohn und als er ein paar Autogramme gab, Hat ihn jemand erschossen, Ohne irgendeinen besonderen Grund."
4022.7,4026.6,"LT. DAN","Und dir haben sie tatsächlich die Tapferkeitsmedallie verliehen!"
4027.7,4033.6,"FORREST","Das ist doch Lt. Dan. Lt. Dan!"
4034.0,4038.9,"LT. DAN","Und dir haben sie die Tapferkeitsmedallie verliehen."
4040.0,4041.5,"FORREST","Ja Sir, Das haben sie getan."
4041.5,4055.4,"LT. DAN","Dir haben sie sie gegeben. Du bist ein Schwachkopf. Du bist ein Idiot. Du trittst im Fernsehen auf und machst dich da zum Narren von den Augen der gesamten verdammt Nation. Und dir geben sie die Tapferkeitsmedallie."
4055.8,4056.5,"FORREST","Ja, Sir!"
4059.0,4068.2,"LT. DAN","Na also, Dann ist ja alles bestens. Ich kann dazu nur eines sagen: Gottverdammtes Amerika."
4076.8,4077.7,"FORREST","Lt. Dan!"
4079.0,4087.1,"FORREST (V.O.)","Lt. Dan sagte, Das er in einem Hotel wohnt und weil er ja nun keine Beine hatte, Verbrachte er die meiste Zeit damit, Seine Arme zu trainieren."
4089.5,4091.6,"LT. DAN","Nach rechts, Rechts wir wollen da lang."
4094.5,4097.1,"TAXI DRIVER #1","Hey, Runter von der Straße!"
4095.3,4096.3,"LT. DAN","Ah!"
4096.8,4099.6,"FORREST","Was machen sie hier in New York Lt. Dan?"
4099.6,4104.899,"LT. DAN","Als Kriegskrüppel hänge ich an der Titte der Wohlfahrt. Ich sauge sie aus."
4105.0,4109.6,"LT. DAN","Hey! Hey! Hey! Bist du blind? Siehst du nicht das ich hier gehe? Aaaah"
4106.2,4109.899,"TAXI DRIVER #2","Verpiss dich! Hast wohl nen Knall! Verpiss dich!"
4110.5,4111.8,"LT. DAN","Komm jetzt, Weiter. Weiter, Weiter!"
4118.0,4121.7,"FORREST (V.O.)","Ich bin bei Lt. Dan geblieben und hab mit ihm die Feiertage verbracht."
4125.899,4128.2,"BOB HOPE","Ihr seid großartig, Fahr nach Hause, Gott schütze euch!"
4132.2,4134.6,"LT. DAN","Sag mal, Hast du Jesus schon gefunden, Gump?"
4136.3,4138.5,"FORREST","Ich hab überhaupt nicht gewusst, Das ich ihn suchen soll, Sir."
4146.1,4151.399,"LT. DAN","Ich sag dir alle Krüppel im Versehrtenheim reden die ganze Zeit von nichts anderem."
4152.8,4176.2,"LT. DAN","Jesus hier und Jesus da. Hab ich Jesus gefunden? Sie haben mir sogar einen Priester geschickt, Der hat mit mir geredet. Er hat gesagt, Gott hört alles, Aber ich müsste mir schon selber helfen. Wenn ich also Jesus in mein Herz lasse, Dann gehe ich mit ihm zusammen in das himmlische Königreich hinein."
4176.2,4189.6,"LT. DAN","Hast du gehört, Was ich gesagt hab? Verstehst du? Mit ihm zusammen in das himmlische Königreich gehen? Der soll mich an meinem verkrüppelten Arsch lecken. Gott hört alles? Sowas von nem Scheissspruch."
4193.1,4194.9,"FORREST","Ich komme in den Himmel Lt. Dan."
4197.3,4212.2,"LT. DAN","Oh, Aha. Fein, Bevor das soweit ist, Schwing deinen Arsch bitte runter an die nächste Ecke und hol eine Flasche Fusel für uns."
4212.2,4212.7,"FORREST","Ja, Sir."
4213.1,4220.5,"DICK CLARK","Wir stehen jetzt fast an der 45sten Straße in New York City undzwar am Astor Plaza. Das hier ist die Stelle wo das alte Astor Hotel stand."
4219.6,4222.0,"LT. DAN","Ach du scheisse was gibt es in Bayou la Batre?"
4222.0,4223.0,"FORREST","Shrimpkutter."
4223.5,4226.2,"LT. DAN","Shrimpkutter? Wen interessieren den Shrimpkutter verdammt nochmal?"
4226.7,4241.5,"FORREST","Ich muss mir so einen Shrimpkutter kaufen, Sofort wenn ich ein bisschen Geld habe. Ich habs Bubba versprochen in Vietnam. Ich hab gesagt wenn der krieg vorbei ist, Werden wir Partner. Er wird Kapitän auf dem Kutter und ich sein erster Offizier. Aber jetzt ist er tot und das bedeutet ich werde der Kapitän."
4242.0,4243.4,"LT. DAN","Ein Shrimpkutterkapitän?"
4243.6,4246.8,"FORREST","Ja Sir. Ein Versprechen ist ein Versprechen Lt. Dan."
4248.7,4262.6,"LT. DAN","Hey hört euch das an! Private Gump wird in kürze Shrimpkutterkapitän. Ich sag dir was Robinson an dem Tag an dem du Shrimpbootcaptain wirst erscheine ich und werde dein erster Offizier."
4263.2,4268.0,"LT. DAN","Ehe du Shrimpkutterkapitän wirst, Werde ich ja wohl Astronaut."
4263.2,4263.3,"FORREST","Okay."
4268.0,4270.0,"LENORE","Wieso schimpfst du denn schon wieder?"
4270.3,4272.3,"CARLA","Wie gehts dir Süßer?"
4271.6,4274.2,"LENORE","Wer ist denn dein Freund?"
4274.5,4276.4,"FORREST","Mein Name ist Forrest, Forrest Gump."
4277.6,4281.6,"LT. DAN","Das ist die geile Carla und das die leckende Lenore"
4282.8,4291.3,"CARLA","Wo bist du gewesen Babykeks? Hab dich ja ewig nicht gesehen. Schade das du Weihnachten nicht da warst, Tommy hat ne Hausrunde geschmissen und jedem ein Truthahnsandwich geschenkt."
4290.3,4293.6,"LT. DAN","Naja was soll ich sagen, Ich hatte Besuch."
4293.9,4297.3,"LENORE","Hey, Hey! Wir waren, Da sind wir gewesen das ist der Times Square."
4298.1,4301.8,"LENORE","Findest du Silvester auch so schön? Du fängst wieder von vorn an."
4302.2,4302.201,"CARLA",""
4302.7,4304.2,"LENORE","Jeder kriegt eine neue Chance."
4305.3,4309.9,"FORREST (V.O.)","Es war komisch aber mitten in dem ganzen Trubel musste ich plötzlich an Jenny denken."
4308.3,4308.301,"DICK CLARK",""
4311.0,4311.001,"DICK CLARK",""
4311.0,4314.9,"FORREST (V.O.)","Ich dachte, Was wird sie wohl machen am Silvesterabend, In Kalifornien"
4335.9,4342.6,"CROWD","Neun, Acht, Sieben, Sechs fünf, Vier, Drei, Zwei"
4343.0,4345.9,"CROWD","...eins! Frohes neues Jahr!"
4355.0,4355.001,"PATRONS",""
4362.6,4364.9,"FORREST","Ein frohes neues Jahr Lt. Dan!"
4364.1,4364.101,"PATRONS",""
4374.1,4378.1,"ANCHORMAN","Die Ping Pong Nationalmannschaft ist heute bei Präsident Nixon zu einer Zeremonie im..."
4377.6,4378.9,"FORREST (V.O.)","Ob sies glauben oder nicht..."
4379.2,4390.9,"FORREST","...ein paar Monate später war ich zusammen mit dem Ping Pong Team im weißen Haus eingeladen. Also bin ich hingegangen, Schon wieder und ich traf den Präsidenten der Vereinigten Staaten schon wieder."
4391.5,4394.6,"FORREST (V.O.)","Diesmal hatten sie uns aber keine Zimmer in einem richtig tollen Hotel besorgt."
4394.3,4397.1,"PRESIDENT NIXON","Ich hoffe sie fühlen sich wohl in der Hauptstadt unserer Nation junger Mann."
4397.6,4398.1,"FORREST","Ja, Sir."
4398.1,4399.3,"PRESIDENT NIXON","Wo hat man sie untergebracht?"
4400.6,4402.3,"FORREST","Es heißt Hotel Ebbott."
4402.7,4409.2,"PRESIDENT NIXON","Oh, Nein, Nein, Nein, Nein. Da kann ich aber ein viel schöneres Hotel. Es ist völlig neu und völlig modern. Ich werde veranlassen, Das sie dort ein Zimmer bekommen."
4408.7,4410.0,"SECURITY GUARD","Sicherheitsdienst, Frank Wills."
4410.1,4421.8,"FORREST","Ja, Sir, Sie müssten mal einen Elektriker in das Büro auf der anderen Straßenseite schicken. Da sind die Lichter aus und die suchen wohl nach dem Sicherungskasten oder sowas, Mit Taschenlampen und deshalb kann ich nicht einschlafen."
4421.8,4423.3,"SECURITY GUARD","Okay Sir, Ich werds überprüfen."
4423.4,4424.2,"FORREST","Vielen Dank!"
4424.1,4425.0,"SECURITY GUARD","Keine Ursache."
4425.0,4426.6,"FORREST","Gute Nacht."
4425.9,4425.901,"SECURITY GUARD",""
4430.4,4434.8,"PRESIDENT NIXON","Und daher werde ich morgen Mittag um 12 Uhr als Präsident zurücktreten."
4435.6,4442.3,"PRESIDENT NIXON","Vizepräsident Ford wird zum selben Zeitpunkt hier in diesem Büro vereidigt...."
4453.0,4453.6,"OFFICER","Private Gump!"
4454.9,4455.8,"FORREST","Ja Sir!"
4456.0,4460.7,"OFFICER","Stehen sie bequem. Ich habe ihre Entlassungspapiere. Ihre Dienstzeit ist zu Ende mein Sohn."
4463.4,4465.3,"FORREST","Soll das bedeuten, Ich kann jetzt nicht mehr Ping Pong spielen?"
4466.1,4467.9,"OFFICER","In der Army jedenfalls nicht mehr."
4470.5,4481.3,"FORREST (V.O.)","Und da war meine Dienstzeit in der Armee der Vereinigten Staaten vorbei, Einfach so. Also ging ich nach Haus."
4502.7,4503.5,"FORREST","Da bin ich wieder, Mama."
4504.5,4506.2,"MRS. GUMP","Ich weiß, Ich weiß."
4507.4,4510.5,"MRS. GUMP","Louise er ist da! Er ist da! Kommt alle."
4508.0,4513.3,"FORREST (V.O.)","Als ich dann nach Haus kam, Konnte ich ja nicht ahnen, Dass inzwischen alle möglichen Leute bei Mama gewesen waren."
4512.9,4524.9,"MRS. GUMP","Hier sind alle möglichen Leute gewesen Forrest. Die wollen alle, Dass du mit ihrem Zeug Ping Pong spielst. Ein Mann war da der hat einen Check über 25.000 Dollar hier gelassen nur damit du überall erzählst, Dass du mit seinem Schläger spielst."
4525.5,4529.0,"FORREST","Ach Mama ich spiel am liebsten mit meinem eigenen Schläger. Hi Miss Louise."
4529.2,4530.1,"LOUISE","Hi, Forrest."
4530.2,4543.4,"MRS. GUMP","Das weiß ich, Das weiß ich. Aber es sind 25.000 Dollar Forrest. Vielleicht kannst du ihn ja mal ausprobieren. Vielleicht gewöhnst du dich dran. Du siehst sehr gut aus Forrest, Du siehst sehr gut aus."
4540.2,4544.5,"FORREST (V.O.)","Meine Mama, Sie hatte weiß Gott recht. Komisch wie manchmal alles von selbst geht."
4544.8,4555.3,"FORREST (V.O.)","Ich bin nicht lang zu Hause geblieben, Ich hatte Bubba ja etwas versprochen und ich bemühe mich immer meine Versprechen zu halten. Ich nach Bayou La Batre gefahren zu Bubbas Familie um ihnen zu sagen, Was ich vor hatte."
4555.3,4559.1,"MRS. BLUE","Sind sie ein Idiot oder sind sie einfach nur dumm?"
4559.6,4561.5,"FORREST","Dumm ist der, Der Dummes tut, Mrs Blue."
4561.8,4562.7,"MRS. BLUE","Das kann sein."
4564.1,4567.5,"FORREST (V.O.)","Natürlich, Habe ich auch Bubba selbst meine Ehre erwiesen."
4569.5,4579.5,"FORREST","Hey Bubba, Ich bins Forrest Gump. Ich hab nicht vergessen, Was du gesagt hast und ich hab alles genau ausgerechnet."
4581.5,4588.6,"FORREST","Ich nehme jetzt die 24562 Dollar und 47 Cent die noch da sind..."
4589.0,4597.8,"FORREST (V.O.)","nach einem neuen Haarschnitt und einen neuen Anzug und dann hab ich Mama cique zum essen ausgeführt und hab eine Fahrkarte für den Bus gekauft und drei Doctor Pepper Colas."
4598.2,4602.3,"OLD SHRIMPER","Sagen sie mal, Sind sie dumm oder sowas?"
4602.9,4604.6,"FORREST","Dumm ist der, Der Dummes tut, Sir."
4604.9,4628.7,"FORREST","Das ist noch übrig geblieben, Nachdem ich gesagt hatte: ""Als ich in China war in der Ping Pong Nationalmannschaft, Da habe ich am liebsten nur mit meinem Flex-O-Light Ping Pong Schläger Ping Pong gespielt."" Jeder weiß, Dass das nicht wahr aist aber Mama hat gesagt, Das ist 'ne Notlüge, Die tut keinem weh. Na jedenfalls habe ich, Ich meine ich kaufe jetzt Sprit, Schiffstaue, Neue Netze und einen niegel-nagel neuen Shrimpkutter"
4649.6,4658.8,"FORREST (V.O.)","Bubba hat mir ja alles erzählt, Was er über den Shrimpfang gewusst hat, Aber soll ich ihnen sagen, Was ich dann rausfand? Shrimpsfischen ist sehr, Sehr schwer."
4661.0,4662.5,"FORREST","Ich hab nur fünf gefangen."
4662.8,4664.8,"OLD SHRIMPER","Noch zwei dazu und es reicht für'n Cocktail."
4669.2,4673.3,"OLD SHRIMPER","Hey, Was ist denn mit 'nem Namen für das alte Boot, Bringt Pech, Wenn man ein Boot ohne Namen fährt."
4675.9,4680.7,"FORREST (V.O.)","Ich hab noch nie im Leben ein Boot getauft und mir ist auch nur ein einziger Name eingefallen."
4681.7,4685.0,"FORREST (V.O.)","Der schönste Name auf der ganzen, Weiten Welt."
4695.7,4699.0,"GIRL","Du willst fahren? Oder meinst du ich soll fahren?"
4705.0,4708.0,"FORREST (V.O.)","Ich hatte schon seit langer Zeit nichts mehr von Jenny gehört."
4707.8,4713.2,"FORREST (V.O.)","Aber ich dachte dauernd an sie und ich hoffte, Dass sie glücklich war, Egal was sie gerade macht."
4815.5,4817.9,"FORREST (V.O.)","Ich hab' Die ganze Zeit immer an Jenny gedacht."
4841.7,4842.2,"FORREST","Dan!"
4865.7,4868.9,"FORREST","Lt. Dan, Was machen sie hier?"
4870.2,4872.9,"LT. DAN","Naja, Ich wollte meine Seemannsbeine testen."
4874.0,4876.3,"FORREST","Aber sie haben garkeine Beine Lt.Dan"
4877.6,4881.4,"LT. DAN","Ja das weiß ich. Du hast mir geschrieben du Idiot."
4882.4,4899.0,"LT. DAN","Man-o-man Kapitän Forrest Gump. Das wollt ich doch mit eigenen Augen sehen. Und ich hatte gesagt, Wenn du wirklich jemals Shrimpkutterkapitän wirst werde ich dein erster Offizier. Bitte hier bin ich, Ich bin ein Mann, Der sein Wort hällt."
4899.3,4900.0,"FORREST","Okay."
4900.6,4904.5,"LT. DAN","Ja aber bild dir gefälligst nicht ein, Dass ich dich mit Sir anreden werde."
4904.5,4905.2,"FORREST","Nein, Sir."
4914.3,4915.5,"FORREST","Das ist mein Boot."
4918.9,4928.2,"LT. DAN","Ich hab das Gefühl, Wenn wir nach Osten fahren, Dann finden wir Shrimps, Also fahr nach Links. Fahr nach links!"
4928.5,4929.3,"FORREST","Wolang?"
4930.1,4935.5,"LT. DAN","Darüber! Darüber! Da! Hey, Geh ans Steuerrad und fahr nach links!"
4935.5,4936.6,"FORREST","Okay."
4938.2,4950.8,"LT. DAN","Gump, Was machst du denn da? Nach links! Links! Da drüben, Da drüben finden wir die Shrimps mein Junge. Da finden wir unsere Shrimps."
4962.9,4964.8,"FORREST","Wieder keine Shrimps, Lt. Dan."
4964.9,4966.6,"LT. DAN","Okay, Hab ich mich eben geirrt."
4967.7,4969.3,"FORREST","Wie sollen wir denn nur welche finden?"
4971.0,4973.3,"LT. DAN","Na vielleicht, Solltest du um die Shrimps beten?"
4979.6,4981.8,"FORREST (V.O.)","Also bin ich jeden Sonntag in die Kirche gegangen."
4983.3,4988.5,"FORREST (V.O.)","Manchmal ist Lt. Dan auch mitgegangen. Aber das Beten, Hat er glaub ich mir überlassen."
5003.1,5003.9,"FORREST","Keine Shrimps."
5005.6,5007.2,"LT. DAN","Wo zum Teufel ist er, Dein Gott?"
5008.1,5013.8,"FORREST (V.O.)","Komisch, Das Lt. Dan das grade gesagt hat, Denn sofort danach, Hat Gott sich gezeigt."
5029.9,5033.3,"LT. DAN","Du wirst dieses Boot nicht versenken."
5031.7,5037.5,"FORREST (V.O.)","Also ich, Ich hatte Angst. Aber Lt. Dan, Der war wahnsinnig."
5037.7,5043.6,"LT. DAN","Das ist ein Sturm?"
5044.5,5062.6,"LT. DAN","Blas, Du alter Hurenbock. Blass! Es ist soweit, Jetzt kommt der Showdown. Du und ich! Ich bin hier, Los komm und hol mich. Du wirst dieses Boot nie versenken."
5064.4,5066.9,"ANCHORMAN","Der Hurricane Carmen, Der gestern hier durchgezogen ist..."
5066.5,5074.0,"ANCHORMAN","...hat auf seinem Weg fast alles verwüstet. Und so wie in vielen Städten entlang der Küste ist auch in Bayou La Batre die gesammte Shrimpindustrie..."
5074.0,5084.3,"ANCHORMAN","...ein Opfer von Carmen geworden. Zurückgeblieben ist überall nur Zerstörung. Im Gespräch mit den einheimischen Amtsträgern erfuhr unser Reporter das wahrhaftig nur ein einziger Shrimpkutter die Katastrophe überlebt hat."
5084.7,5086.8,"MRS. GUMP","Louise, Louise, Das ist Forrest!"
5087.8,5090.1,"FORREST (V.O.)","Und danach war das Shrimpfischen ganz leicht."
5095.0,5099.3,"FORREST (V.O.)","Und da die Leute ja immernoch Shrimps für Cocktails und Barbecues und sowas brauchten..."
5099.7,5117.1,"FORREST","...und wir das einzige Boot waren, Was heil war konnte man nur noch ""Bubba Gump"" Shrimps kaufen. Wir hatten eine Menge Boote. Zwöf Jennys. Ein mordsgroßes Lagerhaus, Wir hatten sogar Kappen, Da stand ""Bubba Gump"" Drauf. ""Bubba Gump Shrimps"" Das ist ein Markenname."
5117.1,5123.0,"MAN","Moment mal mein Freund. Soll das etwa heißen, Sie sind der Inhaber der Bubba Gump Shrimp Corporation?"
5123.4,5125.9,"FORREST","Ja Sir. Wir haben mehr Geld als Davy Crocket."
5127.8,5136.7,"MAN","Man ich hab schon ne Menge Lügengeschichten gehört, Aber das übertrifft alles. Wir haben neben einem Millionär gesessen."
5140.1,5149.2,"ELDERLY WOMAN","Also ich fand, Das war eine wirklich sehr, Sehr schöne Geschichte. Und sie erzählen sie so schön, Mit so viel Begeisterung."
5151.2,5153.3,"FORREST","Möchten sie mal sehen, Wie Lt.Dan aussieht?"
5153.6,5155.1,"ELDERLY WOMAN","Aber ja, Gern sogar!"
5160.3,5161.9,"FORREST","Das da, Das ist er."
5164.3,5166.4,"FORREST","Und ich kann ihnen noch was über Lt.Dan erzählen."
5167.5,5177.3,"LT. DAN","Forrest, Ich hab mich nie dafür bedankt, Dass du mir das Leben gerettet hast."
5201.6,5207.7,"FORREST (V.O.)","Er hat es nie so direkt gesagt, Aber ich glaube er hatte mit Gott seinen Frieden gemacht."
5215.5,5217.9,"FORREST","Hatten sie nicht vorhin gesagt, Sie warten auf den siebener Bus?"
5217.9,5220.4,"ELDERLY WOMAN","Da kommt schon bald der nächste, Ganz sicher."
5224.1,5237.4,"FORREST","Naja und weil ich ein Football Star war und ein Kriegsheld und eine nationale Berühmtheit und ein Shrimpkutterkapitän und einen Collegeabschluss hatte beschlossen die Stadtväter von Greenbow Alabama, Etwas nettes, Sie gaben mir einen sehr schönen Job."
5238.9,5241.5,"FORREST (V.O.)","Deswegen fuhr ich nicht zurück um mit Lt. Dan zu arbeiten."
5242.5,5252.9,"FORREST (V.O.)","Er hat sich trotzdem weiter um mein Bubba Gump Geld gekümmert. Er hat es für mich angelegt in irgendeiner Sache mit Obst. Er hat mich dann angerufen und gesagt um Geld müssen wir uns nie mehr sorgen machen."
5252.9,5257.0,"FORREST","Da sagte ich: ""Das ist gut, Eine Sorge weniger."
5259.8,5262.9,"FORREST (V.O.)","Mama hatte gesagt jeder Mensch braucht nur ein bestimmtes Vermögen."
5264.1,5270.9,"FORREST (V.O.)","Alles was darüber hinausgeht ist Angeberei. Deshalb hab' Ich der Four Square Gospel Church eine ganze Menge Geld geschenkt."
5265.9,5267.1,"REVEREND","Lobet den Herren."
5273.3,5277.3,"FORREST (V.O.)","Und eine ganze Menge habe ich auch dem Bayou La Batre Seemannskrankenhaus geschenkt."
5279.8,5286.7,"FORREST (V.O.)","Und auch wenn Bubba tot war und Lt. Dan gesagt hat ich wäre verrückt, Habe ich Bubbas Mama Bubbas Anteil gegeben."
5290.8,5291.9,"FORREST","Und soll ich ihnen was sagen..."
5293.5,5296.6,"FORREST (V.O.)","Von da an musste sie nie wieder in anderer Leute Küche arbeiten."
5296.8,5297.9,"MRS. BLUE","Meine Güte riecht das gut."
5299.1,5306.1,"FORREST (V.O.)","Und weil ich ein Zich-Millionär war und weil ich so viel Spaß daran hatte, Mähte ich den Rasen für umsonst."
5308.7,5316.4,"FORREST (V.O.)","Aber nachts, Wenn es garnichts zu tun gab und das Haus ganz leer war, Dann dachte ich immer an Jenny."
5378.2,5381.3,"FORREST (V.O.)","Und dann, War sie da."
5412.9,5413.9,"JENNY","Hallo, Forrest"
5415.0,5416.1,"FORREST","Hallo, Jenny"
5427.1,5429.4,"FORREST (V.O.)","Jenny war wieder da und sie blieb bei mir."
5431.1,5445.5,"FORREST (V.O.)","Vielleicht kam es daher, Weil sie nicht wusste, Wo sie sonst hingehen sollte oder auch deshalb, Weil sie so müde war. Denn sie ging ins Bett und schlief und schlief so als ob sie seit Jahren nicht geschlafen hätte. Es war wunderbar sie zuhause zu haben."
5446.9,5461.4,"FORREST (V.O.)","Wir machten jeden Tag einen Spaziergang und ich habe geplappert wie ein Äffchen. Sie hat sich alles angehört vom Ping Pong spielen, Vom Fischen und von Mamas Reise in den Himmel. Die meiste Zeit, Hab ich allein geredet. Jenny war eigentlich richtig still."
5457.5,5461.2,"FORREST","...als ob der Regen von unten...."
5464.8,5473.3,"FORREST (V.O.)","Eigentlich habe ich nie erfahren warum sie zurückgekommen war. Aber es war mir auch egal, Es war wie früher, Wir waren wieder wie Pech und Schwefel."
5475.4,5478.9,"FORREST (V.O.)","Jeden Tag hab' Ich schöne Blumen gepflückt und sie in ihr Zimmer gestellt."
5481.1,5484.4,"FORREST (V.O.)","Und sie machte mir das schönste Geschenk, Was man sich vorstellen kann."
5481.4,5482.7,"JENNY","Mach die Augen auf."
5483.7,5485.2,"FORREST","Neue Schuhe!"
