onset	duration	person	FG	kind	prosody	sentence_grammar	text	commentary
3038.880	1.160	BUBBA	1	speech	regular	HS	Ich möchte nach Hause.	
3040.200	0.400	BUBBA	1	non	regular	none	tchich	#schwer atmen?#
3042.560	1.960	FORREST (V.O.)	1	speech	regular	HS	Bubba war mein bester guter Freund.	
3045.480	4.120	FORREST (V.O.)	1	speech	regular	HS;NS	Und sogar ich weiß, dass man soetwas nicht an der nächsten Straßenecke finden kann.	
3050.360	3.360	FORREST (V.O.)	1	speech	regular	HS	Bubba wollte Captain auf seinem Shrimpkutter werden.	
3054.160	2.600	FORREST (V.O.)	1	speech	regular;addendum	HS	Stattdessen ist er an dem Fluss in Vietnam gestorben.	
3060.920	0.840	ERZAEHLER	1	speech	regular	none	Auf der Wartebank	
3062.200	2.320	FORREST	1	speech	regular	HS;NS	Das ist alles, was ich darüber sagen kann.	
3064.560	1.880	ERZAEHLER	1	speech	regular	HS	Neben Forrest sitzt jetzt ein dicker Mann.	
3066.480	1.480	MAN	1	speech	regular	question	Es war eine Kugel, hab ich recht?	###trennen##
3068.400	1.440	ERZAEHLER	1	speech	regular	HS	Forrest sieht ihn abrupt an.	
3070.800	0.720	FORREST	1	speech	asking	none	Eine Kugel	
3071.920	1.600	MAN	1	speech	regular	NS	Na, was sie angesprungen und gebissen hat.	
3075.880	0.240	FORREST	1	non	regular	none	ooooh	
3077.200	0.600	FORREST	1	speech	regular	address	Ja, Sir	
3077.920	1.720	FORREST	1	speech	regular	HS	Hat mich direkt in den Allerwertesten gebissen.	
3081.000	2.880	FORREST	1	speech	regular	HS;NS	Es hat geheißen, so 'ne Wunde ist 1 Millionen Dollar wert.	indirekte Rede
3084.880	3.400	FORREST	1	speech	regular		Aber die Army hat das Geld wohl behalten, ich hab nie einen Cent davon gesehen.	###trennen###
3090.520	3.040	FORREST	1	speech	regular	HS;NS;HS	Das einzig gute, wenn man ne Verletzung am Allerwertesten hat, ist...	
3093.640	0.600	ERZAEHLER	1	speech	regular	none	Im Lazarett	
3094.280	1.600	FORREST (V.O.)	1	speech	regular;addendum	none	...man kriegt viel Eis.	
3096.280	2.280	FORREST (V.O.)	1	speech	regular	HS;NS	Die haben mir so viel Eis gegeben, wie ich essen konnte.	
3098.720	1.360	FORREST (V.O.)	1	speech	asking	question	Und soll ich ihnen mal was sagen?	
3100.200	2.360	FORREST (V.O.)	1	speech	regular	HS	Im Bett nebenan lag ein guter Freund von mir.	
3102.640	2.080	ERZAEHLER	1	speech	regular	HS	Forrest, mit zwei Eistüten, liegt auf dem Bauch.	
3104.920	0.880	FORREST	1	speech	regular	address	Lt. Dan	
3106.360	1.080	FORREST	1	speech	regular	HS	Ich hab ein Eis.	
3107.480	0.200	FORREST	1	speech	regular	none	Hier	
3107.800	0.360	FORREST	1	speech	regular	none	Bitte	
3108.280	1.000	ERZAEHLER	1	speech	regular	HS	Dan schaut ins Leere.	
3109.480	2.000	FORREST	1	speech	regular	address	Lt. Dan, ein Eis	
3111.680	0.600	FORREST	1	speech	regular	none	Bitte	
3112.680	3.520	ERZAEHLER	1	speech	regular	AND	Dan nimmt die Tüte, legt sie in seine Bettpfanne und starrt weiter vor sich hin.	
3118.120	1.760	ERZAEHLER	1	speech	regular	HS	Forrest robbt von einer Liege auf sein Bett.	
3120.000	0.800	FORREST	1	non	regular	none	arrghh	
3123.840	0.760	MALE NURSE	1	speech	regular	none	Zeit für ihr Bad	
3124.680	0.440	MALE NURSE	1	speech	regular	address	Lieutenant	
3125.720	2.560	ERZAEHLER	1	speech	regular	HS	Der Pfleger legt Dans Hände an einen Haltegriff.	
3128.640	1.760	ERZAEHLER	1	speech	regular	HS	Dans Unterschenkel sind amputiert.	
3130.720	1.800	ERZAEHLER	1	speech	regular	HS	Die Stümpfe sind mit Bandagen umwickelt.	
3132.640	1.040	ERZAEHLER	1	speech	regular	HS	Der Pfleger hebt ihn hoch.	
3133.840	0.560	MALE NURSE	1	speech	regular	address	Harper	
3135.080	1.480	ERZAEHLER	1	speech	regular	HS	Eine Rollliege wird heran geschoben.	
3136.640	1.280	ERZAEHLER	1	speech	regular	HS	Der Pfleger legt Dan darauf.	
3138.360	0.560	SOLDIER	1	speech	regular	address	Cooper	
3139.000	0.880	ERZAEHLER	1	speech	regular	HS	Dan wird weggerollt.	
3140.080	0.640	SOLDIER	1	speech	regular	address	Larson	
3141.120	0.840	ERZAEHLER	1	speech	regular	HS	Post wird verteilt.	
3142.640	0.560	SOLDIER	1	speech	regular	address	Webster	
3143.440	1.520	ERZAEHLER	1	speech	regular	HS	Forrest schleckt weiter sein Eis.	
3145.400	0.400	SOLDIER	1	speech	regular	address	Gump	
3147.040	0.360	SOLDIER	1	speech	regular	address	Gump	
3147.440	1.000	FORREST	1	speech	regular	HS	Ich bin Forrest Gump.	
3148.800	1.600	ERZAEHLER	1	speech	regular	HS	Er bekommt ein dickes Bündel Briefe.	
3152.200	0.600	SOLDIER	1	speech	regular	address	Kyle	
3153.320	1.880	ERZAEHLER	1	speech	regular	HS	Forrest zieht den obersten Brief heraus.	
3154.760	0.720	SOLDIER	0	speech	regular	###	###background###	
3155.480	3.400	ERZAEHLER	1	speech	regular	AND	Er ist an Jenny adressiert und mit dem Stempel 'unzustellbar' versehen.	
3155.520	14.920	OST	0	song	instrumental			
3160.200	0.800	SOLDIER	1	speech	regular	address	Johnson	
3161.520	1.920	ERZAEHLER	1	speech	regular	HS	Forrest nimmt weiter Briefe aus dem Bündel.	
3163.680	2.520	ERZAEHLER	1	speech	regular	HS	Alle sind an Jenny gerichtet und haben denselben Stempel.	
3167.480	2.800	ERZAEHLER	1	speech	regular	HS	Niedergeschlagen betrachtet Forrest einen Brief nach dem anderen.	
3171.640	5.800	OST	0	song	instrumental			#Hintergrundmusik im fernseher#
3172.000	3.480	ERZAEHLER	1	speech	regular	HS	In einem Freizeitraum des Lazaretts sitzt Forrest mit einem Eis vorm Fernseher.	
3177.400	0.400	SOLDIER	1	speech	regular	address	Gump	
3178.000	2.360	SOLDIER	1	speech	asking	question	Wieso guckst du dir nur diese blöde Scheisse an?	
3180.640	0.640	SOLDIER	1	speech	commanding	imperative	Dreh das ab!	
3181.640	2.200	ERZAEHLER	1	speech	regular	HS	Mühsam steht Forrest von mehreren Kissen auf.	
3179.600	0.000	ANNOUNCER	1	broadcast	regular			##indis##
3187.280	0.120	FORREST	1	non	regular	none	au	
3187.680	1.560	ERZAEHLER	1	speech	regular	HS	Ein Tischtennisball trifft seinen Kopf.	
3187.680	22.680	JACKIE DESHANNON	0	song	regular		“What the World Needs Now Is Love”	
3189.960	0.520	SOLDIER	1	speech	regular	address	Hey, Gump	
3190.760	1.760	ERZAEHLER	1	speech	regular	HS	Der Mann bewegt seinen Schläger wie im Spiel.	
3193.080	0.960	SOLDIER	1	speech	regular	question;NS	Weißt du, wie das hier geht?	
3194.320	1.200	ERZAEHLER	1	speech	regular	HS	Forrest schüttelt den Kopf.	
3196.360	1.240	SOLDIER	1	speech	regular	complex	Na, komm, dann zeig ichs dir, ok?	
3198.200	1.320	ERZAEHLER	1	speech	regular	HS	Er gibt Forrest den Schläger.	
3200.360	1.560	SOLDIER	1	speech	regular	HS	Also das wichtigste an dem Spiel ist, ...	
3202.440	1.720	SOLDIER	1	speech	regular	complex	...ganz egal, was passiert,	
3205.200	3.520	SOLDIER	1	speech	regular	complex	...aber du darfst nie den Ball aus dem Auge verlieren.	##face?##
3209.080	1.280	ERZAEHLER	1	speech	regular	HS	Er bewegt den Ball hin und her.	
3210.560	1.160	ERZAEHLER	1	speech	regular	HS	Forrest behält ihn im Blick.	
3211.400	40.680	THE DOORS	0	song	regular		“Hello, I Love You”	
3211.840	0.480	SOLDIER	1	speech	regular	none	Na, dann	
3212.800	2.520	ERZAEHLER	1	speech	regular	HS	Mit dem Eis in der Hand spielt Forrest gegen einen Rollstuhlfahrer.	
3216.120	3.280	FORREST (V.O.)	1	speech	regular	HS	Aus irgendeinem Grund war ich wohl ein Naturtalent beim Ping Pong.	
3220.000	0.360	SOLDIER	1	speech	asking	question	Siehst du?	
3221.160	1.320	SOLDIER	1	speech	regular	HS	Jeder Idiot kann das spielen.	
3223.400	1.800	FORREST (V.O.)	1	speech	regular	HS	Jedenfalls spielte ichs von da an dauernd.	
3225.440	1.080	ERZAEHLER	1	speech	regular	HS	Er übt die Angabe.	
3227.160	3.680	FORREST (V.O.)	1	speech	regular	HS;NS;NS2	Ich hab sogar Ping Pong gespielt, wenn ich gar keinen hatte, der mit mir Ping Pong gespielt hat.	
3231.000	2.280	ERZAEHLER	1	speech	regular	HS	Die Bälle springen vom Gegnerfeld in eine Bettpfanne.	
3234.960	3.080	ERZAEHLER	1	speech	regular	HS	Forrest spielt vor vielen Zuschauern gegen das hoch geklappte Gegnerfeld.	
3239.520	4.200	FORREST (V.O.)	1	speech	regular	HS;NS	Die Leute im Lazaret haben gesagt, ich hätte dabei ausgesehen wie eine Ente im Wasser.	indirekte Rede
3244.120	1.400	FORREST (V.O.)	1	speech	regular	HS;NS	Ich weiß nicht, was das heißen soll.	
3245.880	3.000	FORREST (V.O.)	1	speech	regular	AND	Sogar Lt. Dan kam und hat mir beim Spielen zugesehen.	
3249.320	0.960	ERZAEHLER	1	speech	regular	HS	Dan auf einer Liege schaut mürrisch nach draußen.	
3251.600	1.160	ERZAEHLER	1	speech	regular	HS	Forrest spielt allein.	
3252.840	3.000	ERZAEHLER	1	speech	regular	HS	Dabei trifft er immer wieder ein Zielquadrat auf einer hochgestellten Platte.	
3256.200	0.840	ERZAEHLER	1	speech	regular	HS	Ein Offizier kommt.	
3257.280	0.720	OFFICER	1	speech	regular	address	Private Gump	
3260.120	0.720	FORREST	1	speech	regular	address	Ja, Sir	
3261.960	0.840	OFFICER	1	speech	commanding	imperative	Stehen sie bequem!	
3262.840	1.000	ERZAEHLER	1	speech	regular	HS	Forrest greift wieder...	
3264.160	3.480	OFFICER	1	speech	regular	address	Mein Sohn	
3264.760	0.760	ERZAEHLER	1	speech	regular;addendum	HS	... zu Ball und Schläger.	
3266.120	1.640	OFFICER	1	speech	regular	HS	Ihnen wird die Tapferkeitsmedallie verliehen.	
3267.840	0.640	ERZAEHLER	1	speech	regular	none	Im Schlafsaal	
3268.600	1.560	FORREST	1	speech	regular	imperative;address	Stellen sie sich vor Lt. Dan, ...	###
3270.840	1.560	FORREST	1	speech	regular	HS	..., die wollen mir doch tatsächlich die...	
3272.600	1.120	ERZAEHLER	1	speech	regular	HS	Er zieht einen Vorhang weg.	
3274.120	3.440	ERZAEHLER	1	speech	regular	HS	In Dans Bett liegt ein Mann mit vollständig bandagiertem Kopf und Oberkörper.	
3277.760	0.680	ERZAEHLER	1	speech	regular	none	Zu einer Schwester:	
3278.720	0.440	FORREST	1	speech	regular	address	Ma'am	direkte Rede
3280.640	2.000	FORREST	1	speech	asking	question	Was haben die denn mit Lt. Dan gemacht?	
3282.880	1.080	NURSE	1	speech	regular	none	In die Heimat geschickt	
3285.000	1.880	ERZAEHLER	1	speech	regular	HS	Forrest sieht wieder auf den Schwerverletzten.	
3288.240	56.640	SIMON & GARFUNKEL	0	song	regular		“Mrs. Robinson”	
3290.600	2.880	FORREST (V.O.)	1	speech	regular	HS	Zwei Wochen später habe ich Vietnam verlassen.	
3293.520	0.520	ERZAEHLER	1	speech	regular	none	Im Fernsehen	
3294.080	6.880	ANCHORMAN	1	broadcast	regular	HS	Die Zeremonie wurde eröffnet mit einem eindeutigen Bekenntnis des Präsidenten hinsichtlich der Notwendigkeit einer weiteren Eskalation des Krieges in Vietnam.	
3301.240	3.440	ANCHORMAN	1	speech	regular	HS	Johnson verlieh vier Tapferkeitsmedallien an Männer aus den vier Waffengarden.	
3304.720	2.680	PRESIDENT JOHNSON	1	speech	regular	HS;address	Amerika ist ihnen zu tiefstem Dank verpflichtet, mein Sohn.	
3307.480	1.640	ERZAEHLER	1	speech	regular	HS	Johnson hängt Forrest die Medaille um.	
3309.640	1.680	PRESIDENT JOHNSON	1	speech	regular	HS;NS	Wie ich höre, sind sie verletzte worden.	
3311.600	0.080	PRESIDENT JOHNSON	1	speech	regular		ööh	#timings#
3311.800	0.920	PRESIDENT JOHNSON	1	speech	asking	question	Wo wurden sie getroffen?	
3313.320	0.880	FORREST	1	speech	regular	none	In den Allerwertesten	
3314.240	0.360	FORREST	1	speech	regular	address	Sir	
3315.120	1.560	PRESIDENT JOHNSON	1	speech	regular	HS	Na, das muss ja ein Anblick sein.	
3317.360	1.120	PRESIDENT JOHNSON	1	speech	regular	HS	Das möcht' ich gerne sehen.	
3318.880	1.840	ERZAEHLER	1	speech	regular	HS	Im Saal sitzt auch die Mutter von Forrest. 	
3320.920	3.840	ERZAEHLER	1	speech	regular	AND	Der glotzt Johnson an, dreht sich um und entblößt die Pobacke mit der Wunde.	
3325.360	0.320	MRS. GUMP	1	non	regular	none	huuaaaah	###
3325.960	0.760	CROWD IN WHITE HOUSE	1	non	regular	none	ooooaaah	
3326.680	0.560	PRESIDENT JOHNSON	1	speech	regular	none	hehehe	#ende im movie#
3327.320	2.400	ERZAEHLER	1	speech	regular	HS	Im Friseurladen gucken drei Männer verdutzt zum Bildschirm. 	
3327.400	2.400	CROWD IN WHITE HOUSE	0	non	regular	none	laughing	####
3330.520	2.040	ERZAEHLER	1	speech	regular	AND	Johnson winkt amüsiert ab und geht.	
3332.760	0.080	PRESIDENT JOHNSON	1	speech	regular	none	hum	
3333.160	0.760	PRESIDENT JOHNSON	1	speech	exclamation		Donnerwetter	
3334.440	1.520	ERZAEHLER	1	speech	regular	none	Forrest vor dem 'Lincoln Memorial’	
3336.320	3.320	FORREST (V.O.)	1	speech	regular	complex	Danach ist Mama ins Hotel gegangen, um sich ein bisschen hinzulegen und ich hab einen Spaziergang gemacht, um mir die Hauptstadt unserer Nation anzusehen. 	
3339.880	4.080	FORREST (V.O.)	1	speech	regular	complex	Und ich hab einen Spaziergang gemacht, um mir die Hauptstadt unserer Nation anzusehen. 	
3343.880	0.720	ISABEL	1	speech	regular	address	Hillary, hey	
3344.640	0.960	ISABEL	1	speech	regular	HS	Ich hab jetzt die Veteranen.	
3345.680	1.160	ISABEL	1	speech	asking	question	Was soll ich jetzt mit denen machen?	#movie#
3345.720	1.280	ERZAEHLER	1	speech	regular	HS	Er trägt Paradeuniform.	
3347.120	1.040	ISABEL	1	speech	asking	question	Wo sollen die denn jetzt hin?	#hviel unerständliches BG gelaber#
3347.280	1.760	HILARY	1	speech	regular	HS	Wir warten schon seit einer halben Stunde auf euch.	
3348.080	2.760	HILARY	0	speech	regular	HS;NS	Also seht zu, dass die sich jetzt endlich aufstellen. 	
3348.320	2.320	FORREST (V.O.)	1	speech	regular	HS;NS	Es war ein Glück, dass Mama sich hingelegt hatte,	
3351.040	5.000	FORREST (V.O.)	1	speech	regular	HS;NS	Denn die Straßen waren voller Menschen, die sich alle die Statuen und Denkmäler ansehen wollten. 	
3358.000	1.400	HILARY	0	speech	commanding	imperative	Kommen sie, stellen sie sich auf! Na, kommen sie stellen sie sich auf!	
3356.080	2.440	FORREST (V.O.)	1	speech	regular	AND	Manche Leute waren schrecklich laut und schubsten mich.	
3358.800	3.200	ERZAEHLER	1	speech	regular	HS	Er wird in eine Schlange von 'Veteranen gegen den Krieg' geschoben.	
3358.400	1.400	HILARY	1	speech	regular	###	Ok, Folgt mir. Los jetzt.	###trennen###
3360.120	69.840	JEFFERSON AIRPLANE	0	song	regular		“Volunteers”	
3361.920	3.760	FORREST (V.O.)	1	speech	regular	NS;HS	Und ganz egal wo ich hinging, überall musste ich mich einreihen.	##timings in film und audio anders###
3366.000	2.480	ERZAEHLER	1	speech	regular	none	Am Straßenrand viele Busse mit Antikriegs-Parolen	
3368.600	2.960	ERZAEHLER	1	speech	regular	HS	Die zwei Frauen führen die Veteranen und Forrest hinter eine Bühne.	
3371.960	1.960	ERZAEHLER	1	speech	regular	HS	Viele der Männer haben Bärte und lange Haare.	
3374.160	2.600	ERZAEHLER	1	speech	regular	HS	Sie tragen Uniformteile kombiniert mit Zivilkleidung.	
3377.360	2.720	ERZAEHLER	1	speech	regular	HS	An der Treppe zur Bühne wird Forrest an den Anfang der Schlange gestellt. 	
3380.760	1.000	ERZAEHLER	1	speech	regular	none	Der Veteran hinter ihm	
3382.120	0.240	VET	1	speech	regular	address	Hey	
3382.760	1.760	VET	1	speech	regular	HS	Du bist genau der richtige Mann für das hier.	
3384.600	0.640	VET	1	speech	regular	none	Ganz ehrlich	
3386.160	0.760	FORREST	1	speech	regular	none	Okay	
3388.040	2.360	FORREST (V.O.)	1	speech	regular	HS;NS	Oben stand ein Mann, der hielt eine kleine Rede.	
3391.280	4.000	FORREST (V.O.)	1	speech	regular	HS	Er trug als Hemd die amerikansche Flagge aus irgendeinem Grund.	
3394.280	0.000	ABBIE HOFFMAN	1	speech	regular	###		###???###
3396.280	2.840	FORREST (V.O.)	1	speech	regular	HS	"Besonders gern hatte er das Wort mit ""SCH""."	
3399.520	1.600	FORREST (V.O.)	1	speech	regular	HS	Er benutzte es dauernd.	
3400.200	0.000	ABBIE HOFFMAN	1	speech	regular	###		
3401.160	2.720	FORREST (V.O.)	1	speech	regular	none	"""SCH"" hier und ""SCH"" da."	
3404.160	5.800	FORREST (V.O.)	1	speech	regular	NS;HS	Und jedesmal wenn er es sagte, haben die Leute gejubelt aus irgendeinem Grund.	
3410.000	10.000	CROWD AT SPEECH	0	non	regular	none	Cheering	
3410.160	0.560	ABBIE HOFFMAN	1	speech	regular	none	jaaaaaaaa	
3412.040	1.000	ABBIE HOFFMAN	1	speech	regular	none	jaaaaaaaa	
3414.200	2.160	ABBIE HOFFMAN	1	speech	commanding	imperative	Na kommt, Männer! Kommt rauf hier!	###
3417.040	0.640	HILARY	1	speech	commanding	imperative	Kommen sie! Kommen sie!	
3417.760	1.840	HILARY	1	speech	commanding	imperative	Kommen sie, bitte! Wir gehen jetzt da rauf. Na, los!	
3420.520	0.600	ERZAEHLER	1	speech	regular	none	Der Veteran:	
3421.080	15.400	CROWD AT SPEECH	0	non	regular	none	cheering	
3421.360	1.960	VET	1	speech	regular	complex	Na los, erzähl ihnen was, Mann.	###
3424.000	1.880	ERZAEHLER	1	speech	regular	HS	Zögernd geht Forrest zu den Mikros.	
3426.360	2.680	ERZAEHLER	1	speech	regular	HS	Vor der Bühne stehen Zehntausende um ein längliches Bassin. 	
3429.520	2.640	ERZAEHLER	1	speech	regular	HS	An dessen Ende ragt das 'Washington Monument' empor.	
3432.480	2.400	ERZAEHLER	1	speech	regular;addendum	none	Ein 170 Meter hoher weißer Obelisk	
3436.480	1.720	ABBIE HOFFMAN	1	speech	regular	imperative;address	Erzähl uns ein bisschen was vom Krieg, Mann. 	###
3439.360	1.200	FORREST	1	broadcast	regular;addendum	none	Vom Krieg in Vietnam	
3440.880	2.760	ABBIE HOFFMAN	1	broadcast	regular;addendum	none	Vom scheiss Krieg in scheiss Vietnam	
3444.200	0.280	ABBIE HOFFMAN	1	speech	regular	none	jaaaaa	
3443.480	13.520	CROWD AT SPEECH	0	non	regular	none		###
3445.320	2.520	ERZAEHLER	1	speech	regular	HS	Vor dem 'Lincoln Memorial' stehen Übertragungswagen.	
3448.160	2.760	ERZAEHLER	1	speech	regular	HS	In der Menge werden Plakate mit dem Friedenssymbol hochgehalten.	
3443.480	13.520	CROWD AT SPEECH	0	non	regular	none	cherring	###
3460.320	0.200	FORREST	1	non	regular	none	uhm	
3461.080	1.920	MAN IN CROWD	1	speech	commanding	imperative	Erzähl doch mal was vom Krieg!	
3461.400	0.280	FORREST	1	non	regular	none	äääähm	
3468.080	0.280	FORREST	1	speech	regular	none	uhm	
3468.400	0.600	FORREST	1	speech	regular	none	Naja	
3469.360	3.240	FORREST (V.O.)	1	speech	regular	HS;NS	Eigentlich gab es ja nur eins, was ich über den Krieg in Vietnam zu sagen hatte.	
3472.640	2.600	FORREST	1	broadcast	regular	HS;NS	Eigentlich gibt es nur eins, was ich über den Krieg...	
3476.240	1.520	FORREST	1	broadcast	regular;addendum	NS	...in Vietnam zu sagen habe.	
3477.960	3.000	ERZAEHLER	1	speech	regular	HS	Neben der Verstärkeranlage sieht sich ein Polizist unauffällig um.	
3481.120	1.360	FORREST	1	broadcast	regular	incomplete	In Vietnam...	
3482.960	1.400	ERZAEHLER	1	speech	regular;addendum	HS	Und reißt Stecker aus den Buchsen.	
3484.440	0.320	FORREST	1	speech	regular	none	...da...	
3488.000	1.240	ERZAEHLER	1	speech	regular	HS	Forrest spricht weiter. 	
3489.920	0.440	HILARY	1	non	regular	none	och	
3491.000	3.280	ERZAEHLER	1	speech	regular	AND	Eine der beiden Frauen stürmt zum Polizisten und schnappt sich seinen Schlagstock.	
3494.360	0.920	POLICEMAN	0	speech	asking	question	Was fällt ihnen ein?	
3494.680	2.640	HILARY	1	speech	exclamation	complex	Hey, nimmst du wohl deine Pfoten da weg, du gottverdammter Bulle du!	###
3497.600	0.680	ISABEL	1	speech	exclamation	none	Gott, noch eins	
3498.520	1.800	ISABEL	1	speech	asking	question	Was haben sie denn jetzt schon wieder angestellt?	
3501.280	1.320	ERZAEHLER	1	speech	regular	HS	Der Polizist wird weggezerrt.	
3503.920	1.680	ERZAEHLER	1	speech	regular;addendum	HS	Die Verstärkeranlage wird neu verkabelt.	
3507.840	0.560	HILARY	1	speech	regular	imperative	Gib mir das her!	
3509.400	1.280	ERZAEHLER	1	speech	regular	HS	Forrest redet immer weiter.	
3512.360	0.400	HILARY	1	speech	regular	none	So, jetzt	
3513.200	0.920	MAN IN CROWD	1	speech	commanding	none	Lauter!	
3514.480	2.640	FORREST	1	broadcast	regular	HS;NS	...und das ist alles, was ich darüber sagen kann.	
3519.520	4.680	ERZAEHLER	1	speech	regular	AND	Der Mann mit dem Flaggenhemd wischt sich Tränen aus den Augen und legt Forrest die Hände auf die Schultern.	
3524.360	1.000	ABBIE HOFFMAN	1	speech	regular	HS	Du hast je dermaßen Recht.	
3525.400	0.320	ABBIE HOFFMAN	1	speech	regular	address	Mann	
3526.080	0.960	ABBIE HOFFMAN	1	broadcast	regular	HS	Du hast alles gesagt.	
3528.760	0.960	ABBIE HOFFMAN	1	speech	regular	question;address	Wie heißt du, Mann?	
3530.840	0.240	FORREST	1	non	regular	none	ähm	
3531.160	2.360	FORREST	1	speech	regular	HS	Mein Name ist Forrest, Forrest Gump.	
3534.560	1.080	ABBIE HOFFMAN	1	speech	regular	address	Forrest Gump	
3535.840	1.720	CROWD	1	speech	exclamation	none	Gump	
3538.560	1.440	JENNY	1	speech	regular	address	Forrest	
3540.080	1.440	ERZAEHLER	1	speech	regular	HS	Eine Frau steigt ins Bassin. 	
3541.560	1.200	JENNY	1	speech	regular	address	Forrest	
3542.840	2.200	ERZAEHLER	1	speech	regular	HS	Und watet durchs knietiefe Wasser Richtung Bühne.	
3543.240	39.520	OST	0	song	instrumental			
3546.280	1.040	FORREST	1	speech	regular	address	Jenny	
3547.720	1.000	JENNY	1	speech	regular	address	Forrest	
3549.000	2.640	ERZAEHLER	1	speech	regular	AND	Der springt von der Bühne und hetzt durch die Menge zum Bassin.	
3552.000	2.560	ERZAEHLER	1	speech	regular	HS	Jenny läuft glücklich lächelnd durchs Wasser auf ihn zu.	
3555.160	5.120	ERZAEHLER	1	speech	regular	HS;NS	Über ihrem weiten langen weißen Kleid trägt sie eine rot gestreifte Weste, die bis zu den Waden reicht.	
3561.160	1.120	ERZAEHLER	1	speech	regular	HS	Forrest rennt ins Wasser.	
3563.880	0.200	JENNY	1	non	regular	none	aaaahhh	
3564.560	0.280	JENNY	1	non	regular	none	Ahhaha	
3564.960	1.200	ERZAEHLER	1	speech	regular	HS	Sie fallen sich in die Arme.	
3567.200	10.880	CROWD AT SPEECH	0	non	regular	none		
3575.000	2.800	FORREST (V.O.)	1	speech	regular	HS	Das war der glücklichste Moment in meinem Leben.	
3577.920	0.960	ERZAEHLER	1	speech	regular	none	Abends in einem Camp.	
3578.920	1.160	JENNY	1	speech	regular	HS;NS	Siehst du, alle nehmen sie.	
3580.120	2.400	FORREST (V.O.)	1	speech	regular	HS	Wir waren wieder wie Pech und Schwefel.	
3583.680	1.480	FORREST (V.O.)	1	speech	regular	HS	Sie führte mich in der Stadt herum.	
3585.560	2.800	FORREST (V.O.)	1	speech	regular	HS	Und dann stellte sich mich auch ein paar von ihren neuen Freunden vor.	
3586.000	83.960	JIMI HENDRIX	0	song	regular		“Hey Joe”	
3589.000	2.960	RUBEN	1	speech	regular	imperative	Wirst du wohl das Rollo runter machen! Und beweg deinen weißen Arsch vom Fenster weg!	
3592.400	1.840	RUBEN	1	speech	asking	question;NS	Weißt du nicht, dass wir im Krieg sind?	
3594.320	0.360	JENNY	1	speech	commanding	imperative	Hör auf!	
3594.720	0.720	JENNY	1	speech	regular	HS	Er ist in Ordnung.	
3595.480	0.680	JENNY	1	speech	regular	HS	Er ist in Ordnung.	
3596.320	1.000	JENNY	1	speech	regular	HS	Er gehört zu uns.	
3596.680	1.560	MASAI	1	speech	regular	HS	Ich werd dir jetzt mal was erzählen.	
3597.960	1.160	WESLEY	1	speech	asking	question	Verflucht nochmal, wo warst du?	##exclamation###
3598.400	9.440	MASAI	1	speech	regular	complex	Wir haben den besten Vorsatz, unsere schwarzen Führer vor den rassistischen Übergriffen der Bullen zu schützen, vor denen, die unsere Schwarzen Führer misshandeln und unsere Frauen vergewaltigen und den Zusammenschluss der Schwarzen zerschlagen wollen.	
3605.480	2.200	BLACK PANTHER	1	speech	regular	address	Masai, Telefon.	#timings#
3608.160	2.240	ERZAEHLER	1	speech	regular	HS	Bei Jenny steht ein Weißer mit roter Armbinde.	
3610.520	0.920	WESLEY	1	speech	asking	question	Wer ist der Babykiller?	
3612.400	1.120	JENNY	1	speech	regular	HS	Das ist mein guter, alter Freund.	
3613.560	1.040	JENNY	1	speech	regular	HS	Das ist Forrest Gump.	
3615.080	0.320	JENNY	1	speech	regular	address	Forrest	
3615.480	0.680	JENNY	1	speech	regular	HS	Das ist Wesley.	
3616.720	1.600	JENNY	1	speech	regular	HS	Wir beide waren zusammen in Berkeley.	
3618.560	2.320	JENNY	1	speech	regular	HS	Wesley ist der Präsident vom SDS in Berkeley.	
3620.960	1.320	MASAI	1	speech	regular	HS	Und ich sag dir nochwas anderes.	
3622.480	3.840	MASAI	1	speech	regular	HS;NS;NS2	Wir sind dazu da, um Menschen zu schützen und all denen zu helfen, die unsere Hilfe brauchen.	
3623.400	1.120	WESLEY	0	speech	asking	question	Komm jetzt! Hörst du nicht?	
3624.400	0.760	JENNY	0	speech	regular	###	Ok, Forrest	
3625.040	0.880	WESLEY	0	speech	commanding	imperative	Na, komm schon!	
3626.480	0.600	MASAI	1	speech	regular	HS	Du musst wissen.	
3627.160	2.680	MASAI	1	speech	regular	HS	Wir die Black Panther sind gegen den verdammten Krieg in Vietnam.	
3629.880	0.480	MASAI	1	speech	regular	none	Ja, ja	
3630.400	5.360	MASAI	1	speech	regular	complex	Wir sind gegen jeden Krieg, in dem schwarze Soldaten an die vordeste Front geschickt werden, um für ein Land zu sterben, das sie hasst.	
3635.800	2.320	ERZAEHLER	1	speech	regular	HS;NS	Forrest starrt zu Jenny und Wesley, die sich streiten.	
3638.040	5.400	MASAI	1	speech	regular	complex	...kämpfen sollen. Gleichzeitig aber in ihrer eigenen Heimat misshandelt und umgebracht werden, wenn sie nachts friedlich in ihren Betten schlafen.	##hier ist nach erzähler im hörspiel wieder FG###
3643.480	1.160	ERZAEHLER	1	speech	regular	HS	Wesley ohrfeigt Jenny.	
3647.320	0.760	ERZAEHLER	1	speech	regular	none	In Zeitlupe	
3648.160	1.480	ERZAEHLER	1	speech	regular	HS	Forrests Augen weiten sich.	
